-1.659976986405341304e+00,4.200170572277617964e+01
nan,nan
nan,nan
-1.686575033343615360e+00,4.189133994445008113e+01
-1.686575033343615360e+00,4.189133994445008113e+01
-1.686690650000982172e+00,4.188952530000119623e+01
-1.672291562504496065e+00,4.189087810833439107e+01
-1.694023975000544802e+00,4.189550723333598370e+01
-1.681513161307931270e+00,4.188151141287114143e+01
-1.681513161307931270e+00,4.188151141287114143e+01
-1.681513161307931270e+00,4.188151141287114143e+01
-1.690103193750871702e+00,4.188508573124908452e+01
-1.769846575000686428e+00,4.185382968750224109e+01
-1.769846575000686428e+00,4.185382968750224109e+01
-1.665486853230798481e+00,4.186292972095797182e+01
-1.665486853230798481e+00,4.186292972095797182e+01
nan,nan
nan,nan
nan,nan
-1.650894738462163280e+00,4.189522201537984358e+01
-1.666473500004087116e+00,4.188062015713992281e+01
-1.666473500004087116e+00,4.188062015713992281e+01
-1.654201839519103157e+00,4.189959012658954407e+01
-1.654201839519103157e+00,4.189959012658954407e+01
-1.683193040741406854e+00,4.191340416666732693e+01
-1.684445913345580470e+00,4.191387397332491105e+01
-1.656893600001648315e+00,4.189023570909002103e+01
-1.656893600001648315e+00,4.189023570909002103e+01
-1.688199356972430065e+00,4.188674269812857176e+01
-1.688199356972430065e+00,4.188674269812857176e+01
-1.686803835716512268e+00,4.189025433571283941e+01
-1.686803835716512268e+00,4.189025433571283941e+01
-1.686803835716512268e+00,4.189025433571283941e+01
-1.686803835716512268e+00,4.189025433571283941e+01
-1.686803835716512268e+00,4.189025433571283941e+01
-1.686803835716512268e+00,4.189025433571283941e+01
-1.686803835716512268e+00,4.189025433571283941e+01
-1.686803835716512268e+00,4.189025433571283941e+01
-1.697154300000960570e+00,4.189518425454517114e+01
-1.697154300000960570e+00,4.189518425454517114e+01
-1.675588653334492806e+00,4.189229368000052744e+01
nan,nan
-1.644455075001971744e+00,4.191067977500080843e+01
-1.644455075001971744e+00,4.191067977500080843e+01
-1.666734033333685971e+00,4.189514548333299615e+01
-1.666734033333685971e+00,4.189514548333299615e+01
-1.664574363336077223e+00,4.185985026333359826e+01
-1.664664940003817595e+00,4.186020697749913921e+01
-1.666734033333685971e+00,4.189514548333299615e+01
-1.666734033333685971e+00,4.189514548333299615e+01
-1.675710111770604360e+00,4.191370547647470346e+01
-1.675658574005154611e+00,4.191404006200476573e+01
-1.672175000002075640e+00,4.189528355555463435e+01
nan,nan
nan,nan
nan,nan
-1.665330436367403300e+00,4.189929276363603350e+01
-1.665330436367403300e+00,4.189929276363603350e+01
-1.716379266695286177e+00,4.192333933337414464e+01
-1.716379266695286177e+00,4.192333933337414464e+01
-1.675614635294745636e+00,4.189219872941166045e+01
-1.795563600003553528e+00,4.178060436666807220e+01
nan,nan
-1.664497150040129991e+00,4.187768077856038929e+01
-1.664497150040129991e+00,4.187768077856038929e+01
nan,nan
nan,nan
nan,nan
nan,nan
-1.657080500001623546e+00,4.190053138461458815e+01
-1.657080500001623546e+00,4.190053138461458815e+01
-1.701630918183729912e+00,4.189849586363524026e+01
-1.688199356972430065e+00,4.188674269812857176e+01
-1.694419140040215765e+00,4.186641043995812339e+01
-1.694419140040215765e+00,4.186641043995812339e+01
-1.717507700008093829e+00,4.184540142221925407e+01
-1.717507700008093829e+00,4.184540142221925407e+01
nan,nan
nan,nan
nan,nan
-1.677037340003349808e+00,4.187574345000343357e+01
-1.677037340003349808e+00,4.187574345000343357e+01
