Code service CH|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
|||||||1|05/01/2015|Vente|135500,00|1||SQ|4181|DU HAUT BLOSNE|35200|RENNES|35|238||DR|234||529||||||||||1|3|Dépendance||0|0|||
|||||||1|05/01/2015|Vente|135500,00|1||SQ|4181|DU HAUT BLOSNE|35200|RENNES|35|238||DR|234||365||||||||||1|3|Dépendance||0|0|||
|||||||1|08/01/2015|Vente|241000,00|14||RUE|0059|DU CHP MOULIER|35690|ACIGNE|35|1||AE|491||||||||||||0|1|Maison||130|5|S||516
|||||||1|07/01/2015|Vente en l'état futur d'achèvement|285000,00|61||BD|9460|DE VERDUN|35000|RENNES|35|238||AO|42||37||||||||||1|3|Dépendance||0|0|||
|||||||1|07/01/2015|Vente en l'état futur d'achèvement|285000,00|61||BD|9460|DE VERDUN|35000|RENNES|35|238||AO|42||16||||||||||1|2|Appartement||67|3|||
|||||||1|16/01/2015|Vente|65000,00|2||AV|4565|D IRLANDE|35200|RENNES|35|238||LX|93||56|24,44|||||||||1|2|Appartement||26|1|||
|||||||1|21/01/2015|Vente|44500,00|8||RUE|3790|GINGUENE|35000|RENNES|35|238||CZ|247||6|17,00|||||||||1|2|Appartement||18|1|||
|||||||1|16/01/2015|Vente|125000,00|2||RUE|6650|MONSEIGNEUR DUCHESNE|35000|RENNES|35|238||BR|663||183|47,74|||||||||1|3|Dépendance||0|0|||
|||||||1|16/01/2015|Vente|125000,00|4||RUE|6650|MONSEIGNEUR DUCHESNE|35000|RENNES|35|238||BR|663||407||||||||||1|2|Appartement||47|2|||
|||||||1|06/01/2015|Vente|205000,00|3||RUE|2400|DESCARTES|35000|RENNES|35|238||BS|29||49|33,17|50|49,57|||||||2|2|Appartement||33|1|||
|||||||1|06/01/2015|Vente|205000,00|3||RUE|2400|DESCARTES|35000|RENNES|35|238||BS|29||46||47|69,90|||||||2|3|Dépendance||0|0|||
|||||||1|06/01/2015|Vente|205000,00|3||RUE|2400|DESCARTES|35000|RENNES|35|238||BS|29||48|33,63|||||||||1|2|Appartement||33|1|||
|||||||1|09/01/2015|Vente|146000,00|16|B|AV|3970|GROS MALHON|35000|RENNES|35|238||AR|381||138||||||||||1|3|Dépendance||0|0|||
|||||||1|09/01/2015|Vente|146000,00|16||AV|3970|GROS MALHON|35000|RENNES|35|238||AR|381||18||46|61,70|83||||||3|2|Appartement||63|3|||
|||||||1|16/01/2015|Vente|185000,00|7||RUE|9350|DES TRENTE|35000|RENNES|35|238||DK|140||51||||||||||1|3|Dépendance||0|0|||
|||||||1|16/01/2015|Vente|185000,00|7||RUE|9350|DES TRENTE|35000|RENNES|35|238||DK|140||13|64,59|||||||||1|2|Appartement||62|3|||
|||||||1|05/01/2015|Vente|155000,00|48||RUE|7180|PAUL BERT|35000|RENNES|35|238||BP|128||19|54,25|39||||||||2|2|Appartement||55|3|||
|||||||1|05/01/2015|Vente|190000,00|14||RUE|3330|FREDERIC SACHER|35000|RENNES|35|238||AD|219||118|85,10|138||||||||2|2|Appartement||83|5|||
|||||||1|05/01/2015|Vente|90900,00|4||SQ|6217|MARCEL BOZZUFFI|35000|RENNES|35|238||KO|295||2733||||||||||1|2|Appartement||48|2|||
|||||||1|05/01/2015|Vente|90900,00|4||SQ|6217|MARCEL BOZZUFFI|35000|RENNES|35|238||KO|295||2740|48,79|||||||||1|3|Dépendance||0|0|||
|||||||1|12/01/2015|Vente|103100,00|49||RUE|0542|JULES VALLES|35136|ST JACQUES DE LA LANDE|35|281||AM|329||22||||||||||1|2|Appartement||49|2|||
|||||||1|12/01/2015|Vente|103100,00|49||RUE|0542|JULES VALLES|35136|ST JACQUES DE LA LANDE|35|281||AM|347||||||||||||0|3|Dépendance||0|0|AB||20
|||||||1|09/01/2015|Vente|130000,00|24||SQ|5832|LOUIS BOULANGER|35700|RENNES|35|238||IY|151||31|53,00|50||||||||2|2|Appartement||52|2|||
|||||||1|09/01/2015|Vente|130000,00|22||SQ|5832|LOUIS BOULANGER|35700|RENNES|35|238||IY|151||109||||||||||1|3|Dépendance||0|0|||
|||||||1|09/01/2015|Vente|130000,00|22||SQ|5832|LOUIS BOULANGER|35700|RENNES|35|238||IY|151||50||||||||||1|3|Dépendance||0|0|||
|||||||1|08/01/2015|Vente|260000,00|8|B|RUE|2180|CORNIC|35200|RENNES|35|238||CY|1047||||||||||||0|1|Maison||52|3|S||69
|||||||1|05/01/2015|Vente en l'état futur d'achèvement|260000,00|93||BD|9690|VOLTAIRE|35000|RENNES|35|238||DM|79||22||||||||||1|2|Appartement||73|4|||
|||||||1|05/01/2015|Vente en l'état futur d'achèvement|260000,00|93||BD|9690|VOLTAIRE|35000|RENNES|35|238||DM|79||2||||||||||1|3|Dépendance||0|0|||
|||||||1|12/01/2015|Vente en l'état futur d'achèvement|117391,29|11||RUE|9167|DE LA TAURELLERIE|35700|RENNES|35|238||HW|277||28||||||||||1|2|Appartement||39|2|||
|||||||1|08/01/2015|Vente en l'état futur d'achèvement|102976,80|||||||RENNES|35|238||IW|142||45||||||||||1||||||||
|||||||1|12/01/2015|Vente en l'état futur d'achèvement|810000,00|3||MAIL|6090|FRANCOIS MITTERRAND|35000|RENNES|35|238||AE|169||101||||||||||1|2|Appartement||115|5|||
|||||||1|12/01/2015|Vente en l'état futur d'achèvement|810000,00|6||QUAI|8861|SAINT CYR|35000|RENNES|35|238||AE|169||22||||||||||1|3|Dépendance||0|0|||
|||||||1|12/01/2015|Vente en l'état futur d'achèvement|810000,00|9000||MAIL|6090|FRANCOIS MITTERRAND|35000|RENNES|35|238||AE|169||6||||||||||1|3|Dépendance||0|0|||
|||||||1|14/01/2015|Vente en l'état futur d'achèvement|194750,00|1||RUE|0188|CHARLES TILLON|35690|ACIGNE|35|1||AB|1451||33||||||||||1|3|Dépendance||0|0|||
|||||||1|14/01/2015|Vente en l'état futur d'achèvement|194750,00|3||RUE|0188|CHARLES TILLON|35690|ACIGNE|35|1||AB|1499||15||6||||||||2|2|Appartement||68|3|||
|||||||1|17/01/2015|Vente|20000,00|51|B|BD|9030|DE SEVIGNE|35700|RENNES|35|238||BD|264||45||||||||||1|3|Dépendance||0|0|||
|||||||1|20/01/2015|Vente|336650,00|2||RUE|0022|DES AVETTES|35740|PACE|35|210||AH|233||||||||||||0|1|Maison||131|5|S||526
|||||||1|16/01/2015|Vente|130000,00|76||RUE|0310|ALPHONSE GUERIN|35000|RENNES|35|238||BO|476||199||||||||||1|3|Dépendance||0|0|||
|||||||1|16/01/2015|Vente|130000,00|76|C|RUE|0310|ALPHONSE GUERIN|35000|RENNES|35|238||BO|476||125||45|69,25|||||||2|2|Appartement||69|4|||
|||||||1|15/01/2015|Vente en l'état futur d'achèvement|135500,00|3||RUE|0055|DE CALAIS|35690|ACIGNE|35|1||AB|1251||63||||||||||1|3|Dépendance||0|0|||
|||||||1|15/01/2015|Vente en l'état futur d'achèvement|135500,00|3||RUE|0055|DE CALAIS|35690|ACIGNE|35|1||AB|1251||33||||||||||1|2|Appartement||42|0|||
|||||||1|13/01/2015|Vente|102000,00|12||PL|3510|DE LA GARE|35000|RENNES|35|238||BR|270||17|40,56|||||||||1|2|Appartement||43|2|||
|||||||1|13/01/2015|Vente|102000,00|12||PL|3510|DE LA GARE|35000|RENNES|35|238||BR|270||44||||||||||1|3|Dépendance||0|0|||
|||||||1|05/01/2015|Vente|64600,00|4||ALL|4692|JEAN DE LA VARENDE|35700|RENNES|35|238||IW|64||43|26,02|||||||||1|2|Appartement||25|1|||
|||||||1|05/01/2015|Vente|64600,00|8||ALL|4692|JEAN DE LA VARENDE|35700|RENNES|35|238||IW|64||297||||||||||1|3|Dépendance||0|0|||
|||||||1|15/01/2015|Vente|463550,00|1||RUE|8157|RAOUL PONCHON|35000|RENNES|35|238||BN|973||607||609||675||676||677||9|4|Local industriel. commercial ou assimilé||801|0|||
|||||||1|19/01/2015|Vente en l'état futur d'achèvement|320000,00|230||RUE|8730|DE SAINT MALO|35000|RENNES|35|238||AP|206||81||||||||||1|3|Dépendance||0|0|||
|||||||1|19/01/2015|Vente en l'état futur d'achèvement|320000,00|230||RUE|8730|DE SAINT MALO|35000|RENNES|35|238||AP|206||94||||||||||1|3|Dépendance||0|0|||
|||||||1|19/01/2015|Vente en l'état futur d'achèvement|320000,00|230||RUE|8730|DE SAINT MALO|35000|RENNES|35|238||AP|206||34||50||||||||2|2|Appartement||81|4|||
|||||||1|21/01/2015|Vente en l'état futur d'achèvement|165900,00|1||RUE|0506|DU PETIT MARAIS|35510|CESSON-SEVIGNE|35|51||AV|157||155||||||||||1|3|Dépendance||0|0|||
|||||||1|21/01/2015|Vente en l'état futur d'achèvement|165900,00|1||RUE|0506|DU PETIT MARAIS|35510|CESSON-SEVIGNE|35|51||AV|157||65||||||||||1|2|Appartement||44|2|||
|||||||1|09/01/2015|Vente|77000,00|152||RUE|9500|DE VERN|35200|RENNES|35|238||CR|632||10||||||||||1|3|Dépendance||0|0|||
|||||||1|09/01/2015|Vente|77000,00|152||RUE|9500|DE VERN|35200|RENNES|35|238||CR|632||23||||||||||1|3|Dépendance||0|0|||
|||||||1|09/01/2015|Vente|77000,00|152||RUE|9500|DE VERN|35200|RENNES|35|238||CR|632||12|42,46|||||||||1|2|Appartement||43|2|||
|||||||1|14/01/2015|Vente en l'état futur d'achèvement|134448,15|11||RUE|9167|DE LA TAURELLERIE|35700|RENNES|35|238||HW|277||47||||||||||1|2|Appartement||40|2|||
|||||||1|15/01/2015|Vente|213000,00|5||ALL|0116|D ILLE ET RANCE|35760|SAINT-GREGOIRE|35|278||AV|197||62||||||||||1|3|Dépendance||0|0|||
|||||||1|15/01/2015|Vente|213000,00|5||ALL|0116|D ILLE ET RANCE|35760|SAINT-GREGOIRE|35|278||AV|197||24||81||||||||2|2|Appartement||78|4|||
|||||||1|14/01/2015|Vente|135000,00|21||SQ|4181|DU HAUT BLOSNE|35200|RENNES|35|238||DR|234||285|60,49|297||||||||2|2|Appartement||60|3|||
|||||||1|14/01/2015|Vente|135000,00|1||SQ|4181|DU HAUT BLOSNE|35200|RENNES|35|238||DR|234||467||||||||||1|3|Dépendance||0|0|||
|||||||1|02/01/2015|Vente|500000,00|49||RUE|2700|DUPONT DES LOGES|35000|RENNES|35|238||BP|449||21||||||||||1|3|Dépendance||0|0|||
|||||||1|02/01/2015|Vente|500000,00|49||RUE|2700|DUPONT DES LOGES|35000|RENNES|35|238||BP|449||12|173,61|4||||||||2|2|Appartement||159|6|||
|||||||1|15/01/2015|Vente en l'état futur d'achèvement|294000,00|21|A|RUE|0184|D HALLOUVRY|35135|CHANTEPIE|35|55||AH|345||130||||||||||1|3|Dépendance||0|0|||
|||||||1|15/01/2015|Vente en l'état futur d'achèvement|294000,00|21|A|RUE|0184|D HALLOUVRY|35135|CHANTEPIE|35|55||AH|345||72||||||||||1|3|Dépendance||0|0|||
|||||||1|15/01/2015|Vente en l'état futur d'achèvement|294000,00|21|A|RUE|0184|D HALLOUVRY|35135|CHANTEPIE|35|55||AH|345||104||32||||||||2|2|Appartement||106|4|||
|||||||1|15/01/2015|Vente en l'état futur d'achèvement|294000,00|21|A|RUE|0184|D HALLOUVRY|35135|CHANTEPIE|35|55||AH|345||69||||||||||1|3|Dépendance||0|0|||
|||||||1|21/01/2015|Vente|68000,00|2||ALL|4692|JEAN DE LA VARENDE|35700|RENNES|35|238||IW|64||271||||||||||1|3|Dépendance||0|0|||
|||||||1|21/01/2015|Vente|68000,00|6||ALL|4692|JEAN DE LA VARENDE|35700|RENNES|35|238||IW|64||105|26,16|||||||||1|2|Appartement||25|1|||
|||||||1|09/01/2015|Vente|362500,00|5||RUE|4794|JEAN LE ROND D ALEMBERT|35200|RENNES|35|238||CN|554||||||||||||0|1|Maison||128|5|S||440
|||||||1|12/01/2015|Vente|142000,00|62||RUE|7060|PAPU|35000|RENNES|35|238||AM|180||434||||||||||1|3|Dépendance||0|0|||
|||||||1|12/01/2015|Vente|142000,00|62||RUE|7060|PAPU|35000|RENNES|35|238||AM|180||121|59,19|151||||||||2|2|Appartement||59|3|||
|||||||1|02/01/2015|Vente|180000,00|5||AV|4331|HENRI FREVILLE|35200|RENNES|35|238||CV|459||63||82|84,21|||||||2|2|Appartement||82|4|||
|||||||1|14/01/2015|Vente|36000,00|106||AV|0173|DU GENERAL DE GAULLE|35131|CHARTRES-DE-BRETAGNE|35|66||AO|118||104|19,02|||||||||1|2|Appartement||19|1|||
|||||||1|14/01/2015|Vente|36000,00|106||AV|0173|DU GENERAL DE GAULLE|35131|CHARTRES-DE-BRETAGNE|35|66||AO|118||165||||||||||1|3|Dépendance||0|0|||
|||||||1|14/01/2015|Vente|220000,00|3||RUE|0235|DU HELIER|35510|CESSON-SEVIGNE|35|51||ZB|305||||||||||||0|1|Maison||105|5|S||562
|||||||1|14/01/2015|Vente|220000,00|3||RUE|0235|DU HELIER|35510|CESSON-SEVIGNE|35|51||ZB|307||||||||||||0||||||S||53
|||||||1|20/01/2015|Vente|93000,00|6|A|MAIL|0117|LEON BLUM|35136|ST JACQUES DE LA LANDE|35|281||AV|219||98|68,00|||||||||1|2|Appartement||68|3|||
|||||||1|20/01/2015|Vente|93000,00|6|A|MAIL|0117|LEON BLUM|35136|ST JACQUES DE LA LANDE|35|281||AV|219||31||||||||||1|3|Dépendance||0|0|||
|||||||1|07/01/2015|Vente|218000,00|1|C|AV|0140|E ET M PINAULT|35740|PACE|35|210||BE|329||||||||||||0|1|Maison||90|4|S||256
|||||||1|13/01/2015|Vente|70000,00|48||RUE|0171|DU CLOS SEVIGNE|35510|CESSON-SEVIGNE|35|51||AW|35||319||||||||||1|2|Appartement||25|1|||
|||||||1|13/01/2015|Vente|70000,00|48||RUE|0171|DU CLOS SEVIGNE|35510|CESSON-SEVIGNE|35|51||AW|35||343||||||||||1|3|Dépendance||0|0|||
|||||||1|13/01/2015|Vente|1,00|45||SQ|0192|DES CORBIERES|35170|BRUZ|35|47||CK|67||||||||||||0||||||S||7
|||||||1|06/01/2015|Vente|862000,00|99||MAIL|6090|FRANCOIS MITTERRAND|35000|RENNES|35|238||AE|473||||||||||||0|4|Local industriel. commercial ou assimilé||346|0|S||105
|||||||1|06/01/2015|Vente|862000,00|72||QUAI|8861|SAINT CYR|35000|RENNES|35|238||AE|474||40||||||||||1|4|Local industriel. commercial ou assimilé||12|0|||
|||||||1|06/01/2015|Vente|862000,00|72||QUAI|8861|SAINT CYR|35000|RENNES|35|238||AE|474||41||||||||||1|4|Local industriel. commercial ou assimilé||12|0|||
|||||||1|06/01/2015|Vente|862000,00|72||QUAI|8861|SAINT CYR|35000|RENNES|35|238||AE|474||74||||||||||1|4|Local industriel. commercial ou assimilé||12|0|||
|||||||1|12/01/2015|Vente|130000,00|47||AV|6655|MGR MOUEZY|35000|RENNES|35|238||CH|100||21|49,36|||||||||1|2|Appartement||51|2|||
|||||||1|12/01/2015|Vente|130000,00|47||AV|6655|MGR MOUEZY|35000|RENNES|35|238||CH|100||4||||||||||1|3|Dépendance||0|0|||
|||||||1|09/01/2015|Vente|101500,00|3||BD|4930|JEANNE D ARC|35000|RENNES|35|238||BN|915||175||||||||||1|3|Dépendance||0|0|||
|||||||1|09/01/2015|Vente|101500,00|3|T|BD|4930|JEANNE D ARC|35000|RENNES|35|238||BN|915||25|63,61|94||||||||2|2|Appartement||68|4|||
|||||||1|16/01/2015|Vente|103600,00|9002||RUE|0581|AURELIE NEMOURS|35000|RENNES|35|238||MO|145||120||||||||||1|3|Dépendance||0|0|||
|||||||1|16/01/2015|Vente|103600,00|17||RUE|0581|AURELIE NEMOURS|35000|RENNES|35|238||MO|145||258||||||||||1|2|Appartement||43|2|||
|||||||1|06/01/2015|Vente en l'état futur d'achèvement|190000,00|49||RUE|0310|ALPHONSE GUERIN|35000|RENNES|35|238||BO|75||38||||||||||1|2|Appartement||47|2|||
|||||||1|06/01/2015|Vente en l'état futur d'achèvement|190000,00|49||RUE|0310|ALPHONSE GUERIN|35000|RENNES|35|238||BO|75||11||||||||||1|3|Dépendance||0|0|||
|||||||1|16/01/2015|Vente|125000,00|44||BD|0200|ALBERT 1ER|35200|RENNES|35|238||CW|11||38||58|73,42|||||||2|2|Appartement||74|4|||
|||||||1|14/01/2015|Vente|78000,00|1||RUE|8030|DE LA PSALETTE|35000|RENNES|35|238||AC|623||29|32,75|||||||||1|2|Appartement||45|2|||
|||||||1|14/01/2015|Vente|78000,00|1||RUE|8030|DE LA PSALETTE|35000|RENNES|35|238||AC|623||29|32,75|||||||||1|2|Appartement||46|1|||
|||||||1|14/01/2015|Vente en l'état futur d'achèvement|156600,00|214||RUE|6860|DE NANTES|35200|RENNES|35|238||DE|216||31||||||||||1|3|Dépendance||0|0|||
|||||||1|14/01/2015|Vente en l'état futur d'achèvement|156600,00|214||RUE|6860|DE NANTES|35200|RENNES|35|238||DE|216||18||||||||||1|2|Appartement||40|2|||
|||||||1|07/01/2015|Vente|7500,00|3||RUE|7470|PIERRE AMYS|35000|RENNES|35|238||BO|858||63||||||||||1|3|Dépendance||0|0|||
|||||||1|08/01/2015|Vente|15000,00|9001||RUE|7940|DU PRE PERCHE|35000|RENNES|35|238||DI|449||4||||||||||1|3|Dépendance||0|0|||
|||||||1|08/01/2015|Vente|155000,00|91||BD|2630|DE LA DUCHESSE ANNE|35700|RENNES|35|238||BD|88||30|71,63|51||||||||2|2|Appartement||70|4|||
|||||||1|08/01/2015|Vente|155000,00|91||BD|2630|DE LA DUCHESSE ANNE|35700|RENNES|35|238||BD|88||95||||||||||1|3|Dépendance||0|0|||
|||||||1|10/01/2015|Vente en l'état futur d'achèvement|274926,00|49||RUE|0310|ALPHONSE GUERIN|35000|RENNES|35|238||BO|75||51||||||||||1|3|Dépendance||0|0|||
|||||||1|10/01/2015|Vente en l'état futur d'achèvement|274926,00|49||RUE|0310|ALPHONSE GUERIN|35000|RENNES|35|238||BO|75||43||||||||||1|2|Appartement||67|3|||
|||||||1|21/01/2015|Vente|202000,00|||RUE|3755|GERARD PHILIPE|35200|RENNES|35|238||CR|752||||||||||||0||||||AG|IMM|30
|||||||1|21/01/2015|Vente|202000,00|5||RUE|3755|GERARD PHILIPE|35200|RENNES|35|238||CR|785||||||||||||0|1|Maison||78|4|S||119
|||||||1|06/01/2015|Vente|325000,00|3||RUE|6070|MADAME DU CAMPFRANC|35000|RENNES|35|238||CH|132||||||||||||0|1|Maison||125|4|S||386
|||||||1|20/01/2015|Vente|300000,00|22||RUE|0870|BERNARD PALISSY|35000|RENNES|35|238||BV|691||||||||||||0|1|Maison||117|5|S||259
|||||||1|06/01/2015|Vente en l'état futur d'achèvement|172000,00|87|A|RUE|0300|DE L ALMA|35000|RENNES|35|238||BW|1024||28||||||||||1|3|Dépendance||0|0|||
|||||||1|06/01/2015|Vente en l'état futur d'achèvement|172000,00|87|A|RUE|0300|DE L ALMA|35000|RENNES|35|238||BW|1024||42||||||||||1|2|Appartement||43|2|||
|||||||1|15/01/2015|Vente|146000,00|144|B|RUE|9500|DE VERN|35200|RENNES|35|238||CR|1111||45||||||||||1|3|Dépendance||0|0|||
|||||||1|15/01/2015|Vente|146000,00|144||RUE|9500|DE VERN|35200|RENNES|35|238||CR|1111||7|65,12|||||||||1|2|Appartement||65|3|||
|||||||1|05/01/2015|Vente|1160000,00|13||RUE|0659|CLAUDE CHAPPE|35510|CESSON-SEVIGNE|35|51||YC|235||78||||||||||1|4|Local industriel. commercial ou assimilé||0|0|||
|||||||1|19/01/2015|Vente|333950,00|3||AV|4740|JEAN JANVIER|35000|RENNES|35|238||BR|3||12|127,90|||||||||1|2|Appartement||150|3|||
|||||||1|08/01/2015|Vente en l'état futur d'achèvement|216000,00|24||RUE|1240|DE BRIZEUX|35700|RENNES|35|238||BD|34||162||||||||||1|2|Appartement||35|2|||
|||||||1|08/01/2015|Vente en l'état futur d'achèvement|216000,00|24||RUE|1240|DE BRIZEUX|35700|RENNES|35|238||BD|34||42||||||||||1|3|Dépendance||0|0|||
|||||||1|09/01/2015|Vente en l'état futur d'achèvement|160400,00|214||RUE|6860|DE NANTES|35200|RENNES|35|238||DE|216||34||||||||||1|3|Dépendance||0|0|||
