Code service CH|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
|||||||1|05/01/2017|Vente|3800000,00|9000||MAIL|6090|FRANCOIS MITTERRAND|35000|RENNES|35|238||AE|169||64||||||||||1|3|Dépendance||0|0|||
|||||||1|05/01/2017|Vente|3800000,00|3||MAIL|6090|FRANCOIS MITTERRAND|35000|RENNES|35|238||AE|169||119|106,94|||||||||1|2|Appartement||108|4|||
|||||||1|05/01/2017|Vente|3800000,00|9000||MAIL|6090|FRANCOIS MITTERRAND|35000|RENNES|35|238||AE|169||126||||||||||1|3|Dépendance||0|0|||
|||||||1|05/01/2017|Vente|3800000,00|9000||MAIL|6090|FRANCOIS MITTERRAND|35000|RENNES|35|238||AE|169||73||||||||||1|3|Dépendance||0|0|||
|||||||1|05/01/2017|Vente|3800000,00|3||MAIL|6090|FRANCOIS MITTERRAND|35000|RENNES|35|238||AE|169||128|238,57|||||||||1|2|Appartement||240|6|||
|||||||1|05/01/2017|Vente|3800000,00|9000||MAIL|6090|FRANCOIS MITTERRAND|35000|RENNES|35|238||AE|169||2||||||||||1|3|Dépendance||0|0|||
|||||||1|06/01/2017|Vente en l'état futur d'achèvement|179000,00|43||BD|9690|VOLTAIRE|35000|RENNES|35|238||DL|58||54||||||||||1||||||||
|||||||1|06/01/2017|Vente en l'état futur d'achèvement|179000,00|43||BD|9690|VOLTAIRE|35000|RENNES|35|238||DL|58||2||||||||||1||||||||
|||||||1|06/01/2017|Vente|187000,00|8||RUE|2620|AU DUC|35000|RENNES|35|238||BS|15||5|64,37|||||||||1|2|Appartement||62|3|||
|||||||1|12/01/2017|Vente|74498,00||||B044|LA FRETAY|35230|BOURGBARRE|35|32||ZK|302||||||||||||0||||||AB||495
|||||||1|11/01/2017|Vente|150000,00|2||RUE|6597|MICHEL GERARD|35200|RENNES|35|238||KV|29||17|60,00|24||||||||2|2|Appartement||60|3|||
|||||||1|11/01/2017|Vente|150000,00|2||RUE|6597|MICHEL GERARD|35200|RENNES|35|238||KV|29||37||||||||||1|3|Dépendance||0|0|||
|||||||1|09/01/2017|Vente en l'état futur d'achèvement|190000,00|35||BD|9070|SOLFERINO|35000|RENNES|35|238||BR|392||4||||||||||1|3|Dépendance||0|0|||
|||||||1|09/01/2017|Vente en l'état futur d'achèvement|190000,00|35||BD|9070|SOLFERINO|35000|RENNES|35|238||BR|392||129||||||||||1|2|Appartement||36|2|||
|||||||1|09/01/2017|Vente|172500,00|26||RUE|2829|EMILE BERNARD|35700|RENNES|35|238||IK|219||5|84,91|||||||||1|2|Appartement||85|4|||
|||||||1|09/01/2017|Vente|172500,00|22||RUE|2829|EMILE BERNARD|35700|RENNES|35|238||IK|220||18||||||||||1|3|Dépendance||0|0|||
|||||||1|09/01/2017|Vente en l'état futur d'achèvement|318000,00|35||BD|9070|SOLFERINO|35000|RENNES|35|238||BR|392||47||||||||||1|3|Dépendance||0|0|||
|||||||1|09/01/2017|Vente en l'état futur d'achèvement|318000,00|35||BD|9070|SOLFERINO|35000|RENNES|35|238||BR|392||102||||||||||1|2|Appartement||65|3|||
|||||||1|06/01/2017|Vente|115000,00|12||RUE|9125|DE SUEDE|35200|RENNES|35|238||LW|54||229||||||||||1|3|Dépendance||0|0|||
|||||||1|06/01/2017|Vente|115000,00|32||AV|4331|HENRI FREVILLE|35200|RENNES|35|238||LW|111||310|73,83|||||||||1|2|Appartement||73|4|||
|||||||1|11/01/2017|Vente|69000,00|12||PL|3510|DE LA GARE|35000|RENNES|35|238||BR|270||24||||||||||1|2|Appartement||27|1|||
|||||||1|16/01/2017|Vente|190000,00|8||RUE|0352|DU PETIT PRE|35135|CHANTEPIE|35|55||AP|346||13|85,54|31||||||||2|2|Appartement||86|4|||
|||||||1|16/01/2017|Vente|190000,00|8||RUE|0352|DU PETIT PRE|35135|CHANTEPIE|35|55||AP|346||22||||||||||1|3|Dépendance||0|0|||
|||||||1|13/01/2017|Vente|230000,00|6||RUE|0418|DES MURIERS|35135|CHANTEPIE|35|55||AD|202||||||||||||0|1|Maison||80|3|S||240
|||||||1|04/01/2017|Vente|100500,00|20||RUE|0160|ALBERT DE MUN|35000|RENNES|35|238||BZ|756||95||||||||||1|3|Dépendance||0|0|||
|||||||1|04/01/2017|Vente|100500,00|20||RUE|0160|ALBERT DE MUN|35000|RENNES|35|238||BZ|756||73||74||||||||2|2|Appartement||59|4|||
|||||||1|10/01/2017|Vente|128000,00|42||MAIL|0117|LEON BLUM|35136|ST JACQUES DE LA LANDE|35|281||AV|576||64||||||||||1|2|Appartement||64|3|||
|||||||1|10/01/2017|Vente|128000,00|9001||MAIL|0117|LEON BLUM|35136|ST JACQUES DE LA LANDE|35|281||AV|576||42||||||||||1|3|Dépendance||0|0|||
|||||||1|16/01/2017|Vente|225000,00|6||RUE|2620|AU DUC|35000|RENNES|35|238||BS|16||101|80,27|||||||||1|2|Appartement||79|3|||
|||||||1|11/01/2017|Vente|65900,00||||B537|LE CLOS NEUF|35850|GEVEZE|35|120||AL|330||||||||||||0||||||AB||336
|||||||1|04/01/2017|Vente|392500,00|2||ALL|0183|GEORGE SAND|35135|CHANTEPIE|35|55||AH|263||||||||||||0|1|Maison||160|5|S||566
|||||||1|04/01/2017|Vente|215000,00|14||RUE|3260|FRANCOIS LANNO|35700|RENNES|35|238||BC|572||173||||||||||1|3|Dépendance||0|0|||
|||||||1|04/01/2017|Vente|215000,00|12||RUE|3260|FRANCOIS LANNO|35700|RENNES|35|238||BC|572||64|70,44|||||||||1|2|Appartement||70|3|||
|||||||1|05/01/2017|Vente|199000,00|14|A|RUE|0506|DU PETIT MARAIS|35510|CESSON-SEVIGNE|35|51||AV|139||7|63,93|||||||||1|2|Appartement||63|3|||
|||||||1|05/01/2017|Vente|199000,00|14||RUE|0506|DU PETIT MARAIS|35510|CESSON-SEVIGNE|35|51||AV|139||73||||||||||1|3|Dépendance||0|0|||
|||||||1|11/01/2017|Vente|125000,00|9||RUE|0090|DU CHAMP DOLENT|35131|CHARTRES-DE-BRETAGNE|35|66||AL|543||||||||||||0||||||AB||474
|||||||1|05/01/2017|Vente|365000,00|42||RUE|0262|DU HYL|35510|CESSON-SEVIGNE|35|51||AK|103||||||||||||0|1|Maison||145|6|S||509
|||||||1|04/01/2017|Vente|267000,00|49||RUE|9500|DE VERN|35200|RENNES|35|238||CE|110||29||||||||||1|3|Dépendance||0|0|||
|||||||1|04/01/2017|Vente|267000,00|49||RUE|9500|DE VERN|35200|RENNES|35|238||CE|110||14||20||8|99,36|||||3|2|Appartement||97|4|||
|||||||1|02/01/2017|Vente|338000,00|20||CHE|6995|DES ORMES|35000|RENNES|35|238||DN|953||||||||||||0|1|Maison||109|4|S||316
|||||||1|03/01/2017|Vente|29000,00|2||VLA|1126|DU BOURG L EVESQUE|35000|RENNES|35|238||AD|230||247|14,03|||||||||1|2|Appartement||16|1|||
|||||||1|16/01/2017|Vente|110000,00|3||RUE|9924|ROBERT DUVIVIER|35000|RENNES|35|238||HN|121||13||75||||||||2|3|Dépendance||0|0|||
|||||||1|16/01/2017|Vente|110000,00|3||RUE|9924|ROBERT DUVIVIER|35000|RENNES|35|238||HN|121||13||75||||||||2|2|Appartement||42|2|||
|||||||1|20/01/2017|Vente|158000,00|6||RUE|0231|MARIN MARIE|35760|MONTGERMONT|35|189||AE|511||10||||||||||1|3|Dépendance||0|0|||
|||||||1|20/01/2017|Vente|158000,00|6||RUE|0231|MARIN MARIE|35760|MONTGERMONT|35|189||AE|511||4|70,50|||||||||1|2|Appartement||70|4|||
|||||||1|13/01/2017|Vente|187000,00|1||RUE|0149|ROBERT CAPA|35690|ACIGNE|35|1||AI|323||||||||||||0|1|Maison||80|4|S||126
|||||||1|13/01/2017|Vente|187000,00|6048||RUE|0149|ROBERT CAPA|35690|ACIGNE|35|1||AI|324||||||||||||0|3|Dépendance||0|0|S||14
|||||||1|13/01/2017|Vente|187000,00|6048||RUE|0149|ROBERT CAPA|35690|ACIGNE|35|1||AI|325||||||||||||0|3|Dépendance||0|0|S||13
|||||||1|03/01/2017|Vente en l'état futur d'achèvement|215000,00|16||RUE|7690|DE PLAISANCE|35000|RENNES|35|238||AR|478||53||||||||||1|3|Dépendance||0|0|||
|||||||1|03/01/2017|Vente en l'état futur d'achèvement|215000,00|16||RUE|7690|DE PLAISANCE|35000|RENNES|35|238||AR|478||3||||||||||1|2|Appartement||83|4|||
|||||||1|13/01/2017|Vente en l'état futur d'achèvement|163350,00|43||BD|9690|VOLTAIRE|35000|RENNES|35|238||DL|58||16||||||||||1||||||||
|||||||1|13/01/2017|Vente en l'état futur d'achèvement|163350,00|43||BD|9690|VOLTAIRE|35000|RENNES|35|238||DL|58||76||||||||||1||||||||
|||||||1|04/01/2017|Vente en l'état futur d'achèvement|175000,00|16||RUE|7690|DE PLAISANCE|35000|RENNES|35|238||AR|478||13||||||||||1|2|Appartement||48|2|||
|||||||1|04/01/2017|Vente en l'état futur d'achèvement|175000,00|16||RUE|7690|DE PLAISANCE|35000|RENNES|35|238||AR|478||60||||||||||1|3|Dépendance||0|0|||
|||||||1|12/01/2017|Vente|185000,00|9||ALL|0304|DU LEON|35760|SAINT-GREGOIRE|35|278||BC|328||||||||||||0||||||AB||515
|||||||1|06/01/2017|Vente|195000,00|1||RUE|0078|JEAN FROGERAIS|35230|SAINT-ERBLON|35|266||AB|684||||||||||||0|1|Maison||108|4|S||173
|||||||1|18/01/2017|Vente|110000,00|12|B|RUE|1190|DE BREST|35000|RENNES|35|238||AD|53||318|90,01|||||||||1|2|Appartement||86|4|||
|||||||1|18/01/2017|Vente|272000,00|2||PTTE|0222|LEO FERRE|35135|CHANTEPIE|35|55||AK|202||||||||||||0|1|Maison||135|5|S||279
|||||||1|04/01/2017|Vente|170000,00|14||BD|0407|EUGENE POTTIER|35136|ST JACQUES DE LA LANDE|35|281||AL|108||||||||||||0|1|Maison||68|4|S||625
|||||||1|03/01/2017|Vente|105000,00|18||RUE|0385|ANDRE GIDE|35200|RENNES|35|238||CS|345||21||30|69,92|||||||2|2|Appartement||71|4|||
|||||||1|05/01/2017|Vente|110000,00|4||AV|5810|LOUIS BARTHOU|35000|RENNES|35|238||BR|244||37||||||||||1|2|Appartement||44|2|||
|||||||1|12/01/2017|Vente|107000,00|1||ALL|0055|DU GRAND DOMAINE|35850|GEVEZE|35|120||AO|193||26||||||||||1|2|Appartement||67|3|||
|||||||1|12/01/2017|Vente|107000,00|1||ALL|0055|DU GRAND DOMAINE|35850|GEVEZE|35|120||AO|193||37||||||||||1|3|Dépendance||0|0|||
|||||||1|12/01/2017|Vente|186000,00|4||RUE|9520|DE VIARMES|35000|RENNES|35|238||BP|105||14|71,01|||||||||1|2|Appartement||70|4|||
|||||||1|06/01/2017|Vente|150000,00|4||RUE|4580|D ISLY|35000|RENNES|35|238||BT|114||96||||||||||1|2|Appartement||55|2|||
|||||||1|11/01/2017|Vente|390000,00|5352|||B544|SOEUVRES|35135|CHANTEPIE|35|55||A|2778||||||||||||0|1|Maison||195|5|S||1468
|||||||1|11/01/2017|Vente|390000,00||||B544|SOEUVRES|35135|CHANTEPIE|35|55||A|2781||||||||||||0||||||J|POTAG|133
|||||||1|16/01/2017|Vente|135000,00|15||BD|5700|DE LA LIBERTE|35000|RENNES|35|238||BT|114||60|60,63|||||||||1|2|Appartement||62|3|||
|||||||1|09/01/2017|Vente|155000,00|9001||ALL|0072|DES CHARPENTIERS|35850|GEVEZE|35|120||AO|316||30||||||||||1|3|Dépendance||0|0|||
|||||||1|09/01/2017|Vente|155000,00|4||ALL|0072|DES CHARPENTIERS|35850|GEVEZE|35|120||AO|316||4||||||||||1|2|Appartement||78|3|||
|||||||1|16/01/2017|Vente|340550,00|5||RUE|0027|ANGELE VANNIER|35740|PACE|35|210||BB|127||||||||||||0|1|Maison||149|5|S||763
|||||||1|13/01/2017|Vente|112500,00|15||CRS|5164|PRESIDENT JF KENNEDY|35000|RENNES|35|238||ET|17||147||36|65,14|||||||2|2|Appartement||66|3|||
|||||||2|13/01/2017|Vente|735000,00|28||RUE|9710|WALDECK ROUSSEAU|35700|RENNES|35|238||BI|402||||||||||||0||||||S||16
|||||||2|13/01/2017|Vente|735000,00|28||RUE|9710|WALDECK ROUSSEAU|35700|RENNES|35|238||BI|828||||||||||||0|1|Maison||150|8|S||335
|||||||2|13/01/2017|Vente|735000,00|28||RUE|9710|WALDECK ROUSSEAU|35700|RENNES|35|238||BI|829||||||||||||0||||||S||210
|||||||1|06/01/2017|Vente|6500,00|2||RUE|0060|DU CALVAIRE|35690|ACIGNE|35|1||AB|1206||2||||||||||1|3|Dépendance||0|0|||
|||||||1|06/01/2017|Vente|30375,00|22||RUE|0156|DU MOULIN A VENT|35132|VEZIN-LE-COQUET|35|353||AC|194||||||||||||0|1|Maison||121|6|S||565
|||||||1|16/01/2017|Vente|127000,00|203||RUE|8730|DE SAINT MALO|35000|RENNES|35|238||AP|678||64||76|69,84|||||||2|2|Appartement||70|4|||
|||||||1|16/01/2017|Vente|127000,00|203||RUE|8730|DE SAINT MALO|35000|RENNES|35|238||AP|678||95||||||||||1|3|Dépendance||0|0|||
|||||||1|13/01/2017|Vente en l'état futur d'achèvement|163600,00|||RUE|1930|CLAUDE BERNARD|35000|RENNES|35|238||DO|234||64||||||||||1||||||||
|||||||1|13/01/2017|Vente en l'état futur d'achèvement|163600,00|||RUE|1930|CLAUDE BERNARD|35000|RENNES|35|238||DO|234||37||||||||||1||||||||
|||||||1|13/01/2017|Vente en l'état futur d'achèvement|163600,00|||RUE|1930|CLAUDE BERNARD|35000|RENNES|35|238||DO|234||69||||||||||1||||||||
|||||||1|03/01/2017|Vente en l'état futur d'achèvement|465000,00|35||BD|9070|SOLFERINO|35000|RENNES|35|238||BR|392||70||||||||||1|3|Dépendance||0|0|||
|||||||1|03/01/2017|Vente en l'état futur d'achèvement|465000,00|35||BD|9070|SOLFERINO|35000|RENNES|35|238||BR|392||35||||||||||1||||||||
|||||||1|03/01/2017|Vente en l'état futur d'achèvement|465000,00|35||BD|9070|SOLFERINO|35000|RENNES|35|238||BR|392||71||||||||||1||||||||
|||||||1|03/01/2017|Vente en l'état futur d'achèvement|465000,00|35||BD|9070|SOLFERINO|35000|RENNES|35|238||BR|392||70||||||||||1|3|Dépendance||||||
|||||||1|03/01/2017|Vente en l'état futur d'achèvement|465000,00|35||BD|9070|SOLFERINO|35000|RENNES|35|238||BR|392||101||||||||||1|2|Appartement||107|4|||
|||||||1|04/01/2017|Vente|42000,00|13||PL|0155|DE L EGLISE|35135|CHANTEPIE|35|55||AP|189||28||30||||||||2|2|Appartement||24|1|||
|||||||1|06/01/2017|Vente|50000,00|5||RUE|1570|DU CHAMP JACQUET|35000|RENNES|35|238||AC|1106||105||||||||||1|2|Appartement||26|1|||
|||||||1|04/01/2017|Vente|42000,00|13||PL|0155|DE L EGLISE|35135|CHANTEPIE|35|55||AP|189||30||||||||||1|2|Appartement||24|1|||
|||||||1|04/01/2017|Vente|42000,00|13||PL|0155|DE L EGLISE|35135|CHANTEPIE|35|55||AP|189||29|22,75|||||||||1|2|Appartement||24|1|||
|||||||1|04/01/2017|Vente en l'état futur d'achèvement|255000,00|87||RUE|0310|ALPHONSE GUERIN|35000|RENNES|35|238||BO|96||66||||||||||1|3|Dépendance||0|0|||
|||||||1|04/01/2017|Vente en l'état futur d'achèvement|255000,00|87||RUE|0310|ALPHONSE GUERIN|35000|RENNES|35|238||BO|96||35||||||||||1|2|Appartement||65|3|||
|||||||1|12/01/2017|Vente|225000,00|44||RUE|0540|DE RENNES|35510|CESSON-SEVIGNE|35|51||AN|154||57||6|74,60|||||||2|2|Appartement||75|4|||
|||||||1|12/01/2017|Vente|225000,00|44||RUE|0540|DE RENNES|35510|CESSON-SEVIGNE|35|51||AN|154||119||||||||||1|3|Dépendance||0|0|||
|||||||1|12/01/2017|Vente|225000,00|44||RUE|0540|DE RENNES|35510|CESSON-SEVIGNE|35|51||AN|154||62||||||||||1|3|Dépendance||0|0|||
|||||||1|12/01/2017|Vente|225000,00|44||RUE|0540|DE RENNES|35510|CESSON-SEVIGNE|35|51||AN|154||61||||||||||1|3|Dépendance||0|0|||
|||||||1|09/01/2017|Vente|533420,00|9002||RUE|4612|JACQUES GABRIEL|35000|RENNES|35|238||DK|73||410||||||||||1|3|Dépendance||0|0|||
|||||||1|09/01/2017|Vente|533420,00|9001||BD|8980|SEBASTOPOL|35000|RENNES|35|238||DK|73||187||||||||||1|3|Dépendance||0|0|||
|||||||1|09/01/2017|Vente|533420,00|3||BD|8980|SEBASTOPOL|35000|RENNES|35|238||DK|73||57|113,00|||||||||1|2|Appartement||114|6|||
|||||||1|13/01/2017|Vente|184000,00|12||SQ|9162|DE TANOUARN|35700|RENNES|35|238||IM|89||68|85,76|||||||||1|2|Appartement||86|4|||
|||||||1|13/01/2017|Vente|184000,00|12||SQ|9162|DE TANOUARN|35700|RENNES|35|238||IM|89||51||||||||||1|3|Dépendance||0|0|||
|||||||1|06/01/2017|Vente|167000,00|5866||RUE|0163|PARC D ACTIVITE BRETECHE|35760|SAINT-GREGOIRE|35|278||AW|231||42|122,60|76||77||78||79||5|4|Local industriel. commercial ou assimilé||647|0|||
|||||||1|12/01/2017|Vente|95000,00|19||BD|0435|D ANJOU|35000|RENNES|35|238||EX|45||152||35||||||||2|2|Appartement||64|3|||
|||||||1|11/01/2017|Vente en l'état futur d'achèvement|166500,00|20||RUE|4586|JACK KEROUAC|35700|RENNES|35|238||AT|1163||59||||||||||1|3|Dépendance||0|0|||
|||||||1|11/01/2017|Vente en l'état futur d'achèvement|166500,00|20||RUE|4586|JACK KEROUAC|35700|RENNES|35|238||AT|1163||21||||||||||1|2|Appartement||47|2|||
|||||||1|06/01/2017|Vente|273000,00|2||BD|8596|ST CONWOION|35000|RENNES|35|238||DH|98||39|73,71|||||||||1|2|Appartement||70|3|||
|||||||1|06/01/2017|Vente|273000,00|6||BD|8596|ST CONWOION|35000|RENNES|35|238||DH|98||109||||||||||1|3|Dépendance||0|0|||
|||||||1|20/01/2017|Vente|67500,00||||B537|LE CLOS NEUF|35850|GEVEZE|35|120||AL|329||||||||||||0||||||AB||349
|||||||1|19/01/2017|Vente|42300,00||||B474|LE CLOS DU PAIGNIER|35850|GEVEZE|35|120||AL|247||||||||||||0||||||AB||293
|||||||1|20/01/2017|Vente|42400,00||||B474|LE CLOS DU PAIGNIER|35850|GEVEZE|35|120||AL|248||||||||||||0||||||AB||287
|||||||1|20/01/2017|Vente|42400,00||||B378|LE CLOS DE LA MAISON|35850|GEVEZE|35|120||AL|314||||||||||||0||||||AB||8
|||||||1|16/01/2017|Vente|240000,00|42||RUE|0063|DU TERTRE|35850|GEVEZE|35|120||AM|195||||||||||||0|1|Maison||122|5|S||549
|||||||1|20/01/2017|Vente|119000,00|25||BD|8180|RAYMOND POINCARE|35700|RENNES|35|238||AY|220||55|39,76|56||57||||||3|2|Appartement||40|2|||
|||||||1|12/01/2017|Vente|140000,00|53||RUE|0494|D ARRADON|35700|RENNES|35|238||HX|57||||||||||||0|1|Maison||99|5|S||485
|||||||1|20/01/2017|Vente|185000,00|1||RUE|0079|SIMONE DE BEAUVOIR|35135|CHANTEPIE|35|55||AH|381||11|66,74|||||||||1|2|Appartement||66|3|||
|||||||1|20/01/2017|Vente|185000,00|9001||RUE|0079|SIMONE DE BEAUVOIR|35135|CHANTEPIE|35|55||AH|381||34||||||||||1|3|Dépendance||0|0|||
|||||||1|16/01/2017|Vente|97000,00|2||BD|0090|DU DUC JEAN V|35740|PACE|35|210||BE|208||22||||||||||1|3|Dépendance||0|0|||
|||||||1|16/01/2017|Vente|97000,00|2||BD|0090|DU DUC JEAN V|35740|PACE|35|210||BE|208||4|55,60|||||||||1|2|Appartement||55|2|||
|||||||1|05/01/2017|Vente|297000,00|34||RUE|6750|DE LA MOTTE BARIL|35000|RENNES|35|238||CH|79||||||||||||0|1|Maison||91|4|S||394
|||||||1|12/01/2017|Vente|12800,00|56||RUE|0050|ADOLPHE LERAY|35000|RENNES|35|238||CD|765||||||||||||0||||||S||28
|||||||1|03/01/2017|Vente|111000,00|2||CRS|4282|D HELSINKI|35200|RENNES|35|238||CW|332||39||||||||||1|3|Dépendance||0|0|||
|||||||1|03/01/2017|Vente|111000,00|2||CRS|4282|D HELSINKI|35200|RENNES|35|238||CW|332||104|69,08|||||||||1|2|Appartement||66|3|||
|||||||1|06/01/2017|Vente|112000,00|1||RUE|6361|JEAN MARIN|35700|RENNES|35|238||HZ|299||348||||||||||1|3|Dépendance||0|0|||
|||||||1|06/01/2017|Vente|112000,00|26||AV|6702|DES MONTS D ARREE|35700|RENNES|35|238||HZ|299||149|42,76|||||||||1|2|Appartement||43|2|||
|||||||1|19/01/2017|Vente|62759,00||||B049|LA GREE|35230|BOURGBARRE|35|32||ZK|271||||||||||||0||||||AB||417
|||||||1|05/01/2017|Vente|124000,00|5||AV|9071|SIR WINSTON CHURCHILL|35000|RENNES|35|238||ET|62||15||73||||||||2|2|Appartement||80|4|||
